model_id,n_features_all,n_features_selected,model_type,score_type,score_valid_mean,score_test
2QITFI9NXJIOQXJT,392,14,ARDRegression,mean_squared_error,0.08724475323343094,0.10802668415272836
6RDT22JILVE66GV5,392,14,LassoLarsIC,mean_squared_error,0.08179811661274052,0.12771858058005134
IU0O2MX8IMRTZUWO,392,14,RANSACRegressor,mean_squared_error,0.09014121329225054,0.09935225732505006
4KSGDRUEXG4JDISV,392,14,LinearRegression,mean_squared_error,0.09052172732787415,0.09393910740247698
G48LRG4ACDP03AKW,392,14,ARDRegression,mean_squared_error,0.08858014561138358,0.1023905784393359
DKHMA8MZLVGQOBWT,392,14,ElasticNet,mean_squared_error,0.08722017855816822,0.10807788078945493
J22XORHEL3LHSA6Q,392,14,LassoLarsIC,mean_squared_error,0.08682573019927596,0.11059150046866273
FU7MRQMTHPCOJBNT,392,14,LassoLarsIC,mean_squared_error,0.0834787273410363,0.122874920021024
93P121PG8FACD4L2,392,14,Ridge,mean_squared_error,0.0883886254953422,0.10318259381293271
DOWA8WKYI8RCPAT8,392,14,RANSACRegressor,mean_squared_error,0.089579653954043,0.10473022679908088
NUT1T2NXM9Z5RSCF,392,14,LassoLarsIC,mean_squared_error,0.08888901265734821,0.1049833804183187
EF7V9OK8FN7Y7K3N,392,14,RANSACRegressor,mean_squared_error,0.09170743018503022,0.10151495827917248
A6OVK3TV7AZ6XXX0,392,14,BayesianRidge,mean_squared_error,0.08889992958437763,0.10218618791929232
GUW0OJONFRSVAPA3,392,14,ElasticNet,mean_squared_error,0.08897224833574521,0.10086196498404698
M3W4GE1NEFV7HGT7,392,14,HuberRegressor,mean_squared_error,0.08954062624321422,0.10049184802113534
LEE6JF4I13FNYF9G,392,14,ARDRegression,mean_squared_error,0.08438515698391683,0.11951076770785207
RYLS46YQCE8ULSBM,392,14,Lasso,mean_squared_error,0.08781473880117423,0.10680089203507377
A30XQDHU1WGJNQO2,392,14,RANSACRegressor,mean_squared_error,0.08502930296753096,0.11571194526420384
LSE7TEEM521NKFV1,392,14,LassoLars,mean_squared_error,0.08476591960952093,0.11882640286677497
UEEJ16XQ4LAC5QUE,392,14,BayesianRidge,mean_squared_error,0.09132066881697451,0.09499428222011333
AW5CBNWM4M3IQWQG,392,14,HuberRegressor,mean_squared_error,0.08841638243498487,0.10578588582540363
4ROMFBDOHCFPF14R,392,14,HuberRegressor,mean_squared_error,0.08652873124377139,0.10955486913751022
3SZ0SJSWGIGVMZRO,392,14,LinearRegression,mean_squared_error,0.08711675544371714,0.11170289525277646
UZ7GCA3DGBSBFQT3,392,14,LinearRegression,mean_squared_error,0.08728894223904299,0.10603978285794771
IYPMQMKF63NHRMZR,392,14,HuberRegressor,mean_squared_error,0.0866673319766249,0.11189718795388288
44FCEQW2Y6RF187L,392,14,TweedieRegressor,mean_squared_error,0.08843341439208244,0.10357478238745552
5D2XB7X61IFYR70F,392,14,RANSACRegressor,mean_squared_error,0.09111347531080159,0.09436314495629343
KFZPH054BWALT0M2,392,14,LassoLarsIC,mean_squared_error,0.08706737702609565,0.10601625142487162
IL7MMJ5Z4T4AL4RY,392,14,ElasticNet,mean_squared_error,0.08796224143253242,0.10532844971856363
QVMI39A92W821JHM,392,14,LassoLarsIC,mean_squared_error,0.08980095842108925,0.10239843230533215
IPYW18LXXR0SPU6G,392,14,RANSACRegressor,mean_squared_error,0.08831924662198859,0.1048806973311783
BRD15UD9ET35FW2F,392,14,RANSACRegressor,mean_squared_error,0.08781755286433145,0.11188146421477274
D3E1ZZQQAZ6Q0KZR,392,14,ElasticNet,mean_squared_error,0.09028747666643251,0.09917799699505639
285IFTACQZMWJJDX,392,14,ARDRegression,mean_squared_error,0.09002127549790134,14.082034363337002
9I4XF4I4XASWYG7L,392,14,RANSACRegressor,mean_squared_error,0.09047414938947632,0.0951726826075607
E38HT6S36EI5NUEG,392,14,ARDRegression,mean_squared_error,0.08649323436548526,0.10776954471494693
09YYW4M14KRA7P01,392,14,ARDRegression,mean_squared_error,0.08594889116013893,13.308089076112292
NOC2ZIUI11AA7C2V,392,14,LassoLarsIC,mean_squared_error,0.0878622686054308,0.10322657264645825
XA2WK6W32EMA3LE3,392,14,Ridge,mean_squared_error,0.09009045529727033,0.09593964208341776
SLNEV8NFABYYX80X,392,14,HuberRegressor,mean_squared_error,0.08590004848565809,0.10842877248138967
C4J2D4E8P4NGVFKO,392,14,ARDRegression,mean_squared_error,0.09007526777096898,0.09601062723578775
IP5I6YL2PK4L7AVC,392,14,LinearRegression,mean_squared_error,0.09008977454281739,0.09386799785784655
GDJIB3LEKTPPT89F,392,14,LassoLarsIC,mean_squared_error,0.08495148656845877,0.11474893359547744
687KORZ7W0PF8V85,392,14,ARDRegression,mean_squared_error,0.08699536095446594,0.11068869476512752
4UEG4CT5IBEDXL8U,392,14,Ridge,mean_squared_error,0.0881590766209047,0.1025780424834551
TJS5FMEJ6XV66NJB,392,14,LassoLars,mean_squared_error,0.09109258333986839,0.0920845455656234
QGLAHO8VE0FB622U,392,14,LassoLarsIC,mean_squared_error,0.0924853196381882,0.0879305223930529
JB3RPHAHZ7MEQLB9,392,14,BayesianRidge,mean_squared_error,0.08438979513911135,0.11932119490455136
I2V3ZT0LD35S375N,392,14,Ridge,mean_squared_error,0.08532646254970734,0.12002553459182001
ITUEB2YOVNZ3UNT5,392,14,BayesianRidge,mean_squared_error,0.09131342694241194,0.09066647786849405
I0RMPI4HK95FVAOK,392,14,LinearRegression,mean_squared_error,0.08457728025882583,0.12002260310289121
ILKSNSFJVYCTAZ9E,392,14,LassoLarsIC,mean_squared_error,0.08730430648882753,0.1054630457757956
O6O1CA8TJOMP4PFG,392,14,HuberRegressor,mean_squared_error,0.08182738754379959,0.1329147609266244
K06HKEB62FARFHEJ,392,14,LassoLarsIC,mean_squared_error,0.08760126087938598,0.10693501397213183
R9P59U19DBLBLOC7,392,14,ARDRegression,mean_squared_error,0.08705851800779818,0.10554877016178268
T5A9JVRW4UZEF9LZ,392,14,LinearRegression,mean_squared_error,0.08777376981337477,0.11331202139725213
VBZQPYVTL9C44RJA,392,14,HuberRegressor,mean_squared_error,0.0893067984087092,0.10407199264263198
PMMRB5H0JR35DLQM,392,14,LassoLarsIC,mean_squared_error,0.08678730277604688,0.10474215893811083
VRTYJBT1XRGSRVY2,392,14,BayesianRidge,mean_squared_error,0.08823202549121603,0.10415328807657506
FHV0QVC7IY4007T3,392,14,HuberRegressor,mean_squared_error,0.0896222238832091,0.09956178383552536
PSNA15WSPF6IFDL3,392,14,LassoLarsIC,mean_squared_error,0.08717693866942051,0.10606936439595216
WM7O2MOT9CGA359T,392,14,ARDRegression,mean_squared_error,0.08542942179824545,0.11035868534132047
7BSZMZ6A2XN3I2SS,392,14,HuberRegressor,mean_squared_error,0.08963478079253799,0.10233524963543505
21QZSD1TZCBTQAV7,392,14,LinearRegression,mean_squared_error,0.08737245232234778,0.10505566983079202
578GHUR5ZFPNT78C,392,14,LinearRegression,mean_squared_error,0.09087260137118121,0.0955223678004492
Y87FI54R1K41AABW,392,14,LinearRegression,mean_squared_error,0.08259866913880826,0.12729761756898864
XO7IT469088SYCMO,392,14,LinearRegression,mean_squared_error,0.09126254706735568,0.09328973683354633
UBAZ8FB7NS79DO3D,392,14,BayesianRidge,mean_squared_error,0.09038826844461383,0.09933125991296196
1YLF5BFWP4MEVBJR,392,14,HuberRegressor,mean_squared_error,0.0901476422408308,0.10170169553728103
CNGFGN27LNVBW5EW,392,14,ARDRegression,mean_squared_error,0.08899369116622756,13.706708321116253
XXL3X41OA9UGT94Z,392,14,LassoLarsIC,mean_squared_error,0.08540319056290459,0.11174605373459841
45E159FBKC0WG6KP,392,14,LassoLarsIC,mean_squared_error,0.08437715367843804,0.11891037588513294
ANEVNEPXOXJXHQXL,392,14,ARDRegression,mean_squared_error,0.08732093119751924,0.1057333108247126
YAJAZ80V12PPCUS0,392,14,BayesianRidge,mean_squared_error,0.08879525556648057,0.10204969717053387
3Z8UK22LA2WH2THX,392,14,LassoLarsIC,mean_squared_error,0.08251901240235451,0.1267759800906392
0PLKBCKYXFORPFVE,392,14,HuberRegressor,mean_squared_error,0.08855749877007495,0.10099581098678714
9TV1EGYI5I6U22FE,392,14,LassoLarsIC,mean_squared_error,0.09109575920895058,0.09880445338352253
DG7MOBNW7WI3S3DF,392,14,ARDRegression,mean_squared_error,0.08878942276809436,0.10323768043527663
CNO7D6DAPD1M99JC,392,14,ARDRegression,mean_squared_error,0.08686180172299678,0.10499761290741413
IUQ5UUELSAK1I57B,392,14,LassoLars,mean_squared_error,0.08966827611568218,0.10131736779206701
AK2VNJN4R5Q553AA,392,14,PassiveAggressiveRegressor,mean_squared_error,0.08749136467056393,0.10908156483419873
0HRZX24D353HGEVA,392,14,BayesianRidge,mean_squared_error,0.08738509263436826,0.10814955857558643
AX37G31S0567P9SN,392,14,ARDRegression,mean_squared_error,0.08542318968021581,0.11506443626823852
69CMBYBBHXSV316X,392,14,LinearRegression,mean_squared_error,0.08779744191312563,0.11048455603541071
B4E5HF9GOUJWS5CS,392,14,ARDRegression,mean_squared_error,0.08819997231606329,14.064327931288997
03LW2IUNPLGSQIAL,392,14,LassoLars,mean_squared_error,0.09241952728527981,0.08361011217052203
CCKAO8A5WY2HXPK4,392,14,Lasso,mean_squared_error,0.0885102519333592,0.09996950433585139
VW86YZ974TRF89HV,392,14,RANSACRegressor,mean_squared_error,0.08753875809591552,0.10359222845016018
LBJCF43BDHPPAMF6,392,14,BayesianRidge,mean_squared_error,0.08789802163953862,0.10429863720375372
LQXPJKWICZBFN530,392,14,BayesianRidge,mean_squared_error,0.08942749392980605,0.10315133012799498
RQJ1E013WX2INCR6,392,14,LinearRegression,mean_squared_error,0.09060533363590992,0.09357183667936153
TZ63A8QBCDUCFI2K,392,14,BayesianRidge,mean_squared_error,0.08836993787864586,0.10129048449594809
J0H8T9HJCNIRK1FS,392,14,RANSACRegressor,mean_squared_error,0.08945447236983814,0.1091935567141713
2ALN5PP5334EX5S0,392,14,HuberRegressor,mean_squared_error,0.08954085870269249,0.10453082774178377
N6GS79VLLA326KXL,392,14,HuberRegressor,mean_squared_error,0.08710845032118565,0.10924803989865306
XQGFSJM6CYEKEHUO,392,14,BayesianRidge,mean_squared_error,0.08807449723810254,0.1052624753340019
5MR829FALQ0E806L,392,14,ARDRegression,mean_squared_error,0.08773733691841046,13.881352017200362
YU4HEG1XJHUITQMZ,392,14,RANSACRegressor,mean_squared_error,0.08574982308020418,0.11985956782294016
STG12L860QCBU3R8,392,14,ARDRegression,mean_squared_error,0.09161236190946502,14.381915222572246
FDZV4EELHGR60ESA,392,14,ARDRegression,mean_squared_error,0.08742046536338743,13.839551953263571
HLC5SSJR1A5JVOVF,392,14,BayesianRidge,mean_squared_error,0.08703455217948353,0.10845019978169593
IZV0H774B9KHJ4NH,392,14,RANSACRegressor,mean_squared_error,0.08826039755790577,0.10762908402939908
YEZLRFOJUOBHBABB,392,14,LassoLarsIC,mean_squared_error,0.08902077910131946,0.09719663348381205
TDAD6TYSZ0SL9X1Z,392,14,LinearRegression,mean_squared_error,0.09070330037072664,0.09514757754743029
P6VIKMQ6JIQIFPT0,392,14,ElasticNet,mean_squared_error,0.08685526853842723,0.10670806869247478
9D3UBKU0M4FS9FYI,392,14,ARDRegression,mean_squared_error,0.08534332476007374,13.669139216985446
093KYZM8H95EBXGA,392,14,QuantileRegressor,mean_squared_error,0.08391519990565889,0.12453750198212907
5SZ6UFDQT2UG2P8C,392,14,ARDRegression,mean_squared_error,0.09100996338017812,13.86024750777548
F8Y08CY7EIAV4S8S,392,14,Lasso,mean_squared_error,0.0919463172989283,0.10772963466842629
JGCUPDE8Q59SP4RF,392,14,LassoLarsIC,mean_squared_error,0.09044132462191555,0.09950191519055233
WPVCSDMDEEIBYYB6,392,14,BayesianRidge,mean_squared_error,0.09159705680446362,0.09143867620194954
3YFMRIZGN2PFF155,392,14,Lasso,mean_squared_error,0.08957745086876372,0.10032595255755987
69PPCX5S1LDC3K1F,392,14,LassoLarsIC,mean_squared_error,0.08736562098598807,0.10713387377449979
ZEHA4XBTV2AK1F3Y,392,14,Ridge,mean_squared_error,0.08367086020154949,0.1265516432327654
NVOY7CWC5PDOX8D2,392,14,BayesianRidge,mean_squared_error,0.08751012176512907,0.10607866992415704
UBG8XRGSUV3Q89KJ,392,14,ARDRegression,mean_squared_error,0.08758962645108292,0.10535131702461582
WCBKVGBGSTF6HVGV,392,14,RANSACRegressor,mean_squared_error,0.0910406399741827,0.09524749173662951
L76U83KWXAVDSIXE,392,14,ARDRegression,mean_squared_error,0.08799173485506757,0.10232924030084689
S0QNU41LFI0A169E,392,14,LassoLarsIC,mean_squared_error,0.08710030921954025,0.10930348526173554
BFNG5YRZRTIOM62D,392,14,BayesianRidge,mean_squared_error,0.08806949536291639,0.10529533130277391
B4PAVE5JUV9U62VV,392,14,LassoLarsIC,mean_squared_error,0.09061554035203512,0.09603720383930736
ZCZNYOW1YCRTZBU4,392,14,RANSACRegressor,mean_squared_error,0.08802142318560406,0.10792646604721197
IDEIHMJAIQFQBJTE,392,14,BayesianRidge,mean_squared_error,0.08902968028311446,0.10064397609723615
P4EFVGCLLD8IZVQR,392,14,ARDRegression,mean_squared_error,0.08971969763059656,0.09566110829556382
H5KFK34VG3RZOB6Y,392,14,ARDRegression,mean_squared_error,0.08039543056832318,0.12973650230596429
BYBE5SAYS0UU8Z29,392,14,HuberRegressor,mean_squared_error,0.08709279934884569,0.10993058347978786
XBT9D48978EB07U5,392,14,ARDRegression,mean_squared_error,0.08934884391732265,0.10060323315741763
5J0TMSJ3IOXZQS0Q,392,14,LinearRegression,mean_squared_error,0.09470904672809258,0.08494836606813237
K8HC58Z3LFT4UODF,392,14,Lasso,mean_squared_error,0.0851268586038109,0.11686916903142922
7OQ61ZXAVHFJPA07,392,14,LinearRegression,mean_squared_error,0.09186522320269111,0.08783481396220341
KU1URZJJJMWT3CQ2,392,14,ARDRegression,mean_squared_error,0.08829751049899573,13.559509968204457
NHAOASBEZCXBKKAS,392,14,Lasso,mean_squared_error,0.0876841152615746,0.10486087990879656
DLARORS073S0O6AA,392,14,LinearRegression,mean_squared_error,0.08663808039945649,0.11023271476434374
T0DL6RJ0V92KM6J0,392,14,ARDRegression,mean_squared_error,0.08795422783228503,0.10431216040387643
K4SY5NWHOBA302L8,392,14,Lasso,mean_squared_error,0.08805831634145003,0.10605479260185305
I4RTHNH0XQQNXVVV,392,14,ARDRegression,mean_squared_error,0.08484153164577492,0.11545316888530162
PUNU3GR0KVQDS77M,392,14,HuberRegressor,mean_squared_error,0.08933170123926945,0.09826221388149084
EC1C1TA5YUPC1RI6,392,14,ARDRegression,mean_squared_error,0.08785605151527431,13.594427880015152
U44LDTED3A9JYXNT,392,14,LassoLarsIC,mean_squared_error,0.0850570585846182,0.1176469573667402
ADPY0HO7KXHD9AGU,392,14,LassoLarsIC,mean_squared_error,0.07976890923771765,0.13525557621464204
IP96K8ZRIZ8PKLQF,392,14,LinearRegression,mean_squared_error,0.08945327516406909,0.09914559062183695
KL0EG1MSPG4GSQ1O,392,14,BayesianRidge,mean_squared_error,0.08915347878861661,0.10365734976060073
ZXXLV7J8RWVUY0U1,392,14,BayesianRidge,mean_squared_error,0.09096051594264871,0.09552968999419922
LZW46Q92BURYZYE5,392,14,ARDRegression,mean_squared_error,0.09352207542444288,14.146876776187758
U78V4ELC7PDDAN6G,392,14,RANSACRegressor,mean_squared_error,0.08866494982835157,0.10238871353730654
8SZ8IGIUJW1NJZWB,392,14,ARDRegression,mean_squared_error,0.09046294816771791,14.43069325648337
FH76A5N47T4RX5Y6,392,14,LassoLars,mean_squared_error,0.09165400389404557,0.08947669484315204
Y9J7X1CED3VZVKTF,392,14,LinearRegression,mean_squared_error,0.08538845412918399,0.11388409817048709
UMRQCC9TU2E4Z2QO,392,14,Lasso,mean_squared_error,0.08893011098418321,0.09845780809005636
6JBI7QQP61G4UVVF,392,14,RANSACRegressor,mean_squared_error,0.08669193710295668,0.11167327683127155
0M7I8APXESXEY4RR,392,14,ARDRegression,mean_squared_error,0.08680293169029371,0.11161083899412816
P75JYB5UNGUJ7LB1,392,14,HuberRegressor,mean_squared_error,0.08928822854290142,0.09606852314322951
WO48ZGIWIO4JQX8J,392,14,LinearRegression,mean_squared_error,0.0862018747399204,0.11297432493569456
HOHG7IDOEPR07PAG,392,14,LassoLarsIC,mean_squared_error,0.08661206288284189,0.10881138804503784
ZC6A28ZZ0Z4B5HJ4,392,14,LassoLars,mean_squared_error,0.08941957400007741,0.09728615312228983
RV7UJ3EQVJ96GX3S,392,14,LassoLarsIC,mean_squared_error,0.088180896812365,0.10135289249392403
TB7UFKO1IYO9C8GG,392,14,ElasticNet,mean_squared_error,0.09021765292681261,0.10330333026390945
YRKQW5ROWZU3KMGS,392,14,ARDRegression,mean_squared_error,0.08560822973757151,13.710099165298448
NMKWPD0O3Y92RRH4,392,14,Lasso,mean_squared_error,0.08822623343749875,0.11015121183690042
FC9AWXQAP1LKJBNG,392,14,ARDRegression,mean_squared_error,0.09165337738920284,14.03026835598593
KGWCSQ700B9X59XU,392,14,Ridge,mean_squared_error,0.08597373764971321,0.10983074659597451
R8K8KOQYBM287D2I,392,14,LassoLarsIC,mean_squared_error,0.0873067397567201,0.10787527398254584
W78FWNIAICMGUE36,392,14,PassiveAggressiveRegressor,mean_squared_error,0.08791131598322267,0.16580007334115385
TS9PUOI2DJLK0ZAW,392,14,ARDRegression,mean_squared_error,0.086575152487283,0.10683996123952952
P74BHA35KW2A7LHS,392,14,RANSACRegressor,mean_squared_error,0.0895969172857882,0.10446752160147399
XYH8GE97HIPTJJ07,392,14,ARDRegression,mean_squared_error,0.08967939991429044,13.579888543451972
1FIAGLCXP07787MF,392,14,LassoLars,mean_squared_error,0.08875218054478984,0.1016162473844214
1G9FJCPRUP3WSA29,392,14,Lasso,mean_squared_error,0.08685343011628935,0.11231833571179972
549YUPOATDQ8NLRN,392,14,Lasso,mean_squared_error,0.08981316585482908,0.09898494279915646
NBTHITVKSOTU84HD,392,14,LinearRegression,mean_squared_error,0.0873663683494405,0.10903935868308734
QC968T7W11WKF2VP,392,14,Ridge,mean_squared_error,0.09071635668735936,0.09487367479873646
GILHQUVSUQ8KQZI7,392,14,Ridge,mean_squared_error,0.08836085412919473,0.10158960734348454
80QHNHDIR44G1JL4,392,14,BayesianRidge,mean_squared_error,0.0905528028529494,0.09381998628472157
0HAYKT6E89HVNH4Z,392,14,LinearRegression,mean_squared_error,0.08818573029530702,0.10415066779667459
ZS0QFCI0RJVZRQVJ,392,14,LassoLars,mean_squared_error,0.08993071538385114,0.10345558401378789
BK6I2C1OQWNQQA0F,392,14,Lasso,mean_squared_error,0.0864552415552869,0.10990136020316917
DCBGZ8WM5NHB8WYQ,392,14,RANSACRegressor,mean_squared_error,0.08495595640998777,0.11839756292863549
OZ7GRO4PQM9LNGKR,392,14,BayesianRidge,mean_squared_error,0.09382999287610447,0.08072357150120928
YSH30HE6NCNB8S7U,392,14,Lasso,mean_squared_error,0.08981124129522886,0.09760981707824898
MVYSO8Q9BBAHXI1Q,392,14,RANSACRegressor,mean_squared_error,0.0844830812290996,0.11742764984807304
EQVTAPIAIRAVGSIW,392,14,ARDRegression,mean_squared_error,0.08806341700765982,13.904111328895803
Y3E022UXI7JALTHV,392,14,BayesianRidge,mean_squared_error,0.08916217292108233,0.09882298653558637
KOTZ0C8P88F2RSQY,392,14,ARDRegression,mean_squared_error,0.09034255014210865,0.09433837551096794
UHPLV0XCVCZYMUWF,392,14,LinearRegression,mean_squared_error,0.09075497423529144,0.09175582684993208
7BIHIRR6V5GPCSGO,392,14,BayesianRidge,mean_squared_error,0.09063429434815691,0.0955793456921499
0ALA0BEBHGBWW8KC,392,14,PassiveAggressiveRegressor,mean_squared_error,0.08838977542543613,0.1195240502562451
GEGYKDFMUFZDYHBG,392,14,BayesianRidge,mean_squared_error,0.09146627740884487,0.09621515960769057
NJT29HTJRF1VS9B1,392,14,BayesianRidge,mean_squared_error,0.0864955221814815,0.11145536101309783
IKZWEYC9W3J9C7LP,392,14,BayesianRidge,mean_squared_error,0.09063427408007146,0.10008569771817251
R7SVJQ3I3N7WUWMW,392,14,BayesianRidge,mean_squared_error,0.08416077173185182,0.11978267292980802
23NPY0RB5N0Y26NF,392,14,RANSACRegressor,mean_squared_error,0.08766457094061914,0.11169960267062926
N90NV65GIY7DF8R6,392,14,LassoLarsIC,mean_squared_error,0.08736661765282268,0.1067988296283191
CC1BCP3M3O33JHD3,392,14,BayesianRidge,mean_squared_error,0.08806884390132427,0.10388399057404814
B46I1H2L6J8CI7GR,392,14,LassoLarsIC,mean_squared_error,0.08541678439102968,0.13065066977577003
VBMADV0FV3PXVYI2,392,14,ElasticNet,mean_squared_error,0.08928666715934544,0.10413932540954526
SM1KP82ZQUF7JP2M,392,14,Ridge,mean_squared_error,0.0895097986349645,0.09779274824342724
PA4R97Y051KLSHUG,392,14,Lasso,mean_squared_error,0.08606186991917235,0.10981606790917073
MRODADK5AJU07097,392,14,LassoLarsIC,mean_squared_error,0.09033776808136859,0.092097154254073
85K1V6HER786VDCM,392,14,ARDRegression,mean_squared_error,0.08638606764460605,0.11634952703279913
5VMO914R7YDMW9W1,392,14,LinearRegression,mean_squared_error,0.08743676983778484,0.10679944843520768
CSXFN8WEE4KXVN3Z,392,14,HuberRegressor,mean_squared_error,0.09046950037518223,0.09339532134012399
